kingdom,code,name,year,main_common_name
ANIMALIA,NT,Fonscochlea zeidleri,2007,
ANIMALIA,NT,Fonscochlea zeidleri,2008,
ANIMALIA,NT,Fonscochlea zeidleri,2009,
ANIMALIA,NT,Fonscochlea zeidleri,2010,
ANIMALIA,NT,Fonscochlea zeidleri,2011,
ANIMALIA,NT,Fonscochlea zeidleri,2012,
ANIMALIA,NT,Fonscochlea zeidleri,2013,
ANIMALIA,NT,Fonscochlea zeidleri,2014,
ANIMALIA,NT,Fonscochlea zeidleri,2015,
ANIMALIA,NT,Fonscochlea zeidleri,2016,
ANIMALIA,NT,Fonscochlea zeidleri,2017,
ANIMALIA,T,Fregata andrewsi,1988,Christmas Frigatebird
ANIMALIA,T,Fregata andrewsi,1989,Christmas Frigatebird
ANIMALIA,T,Fregata andrewsi,1990,Christmas Frigatebird
ANIMALIA,T,Fregata andrewsi,1991,Christmas Frigatebird
ANIMALIA,T,Fregata andrewsi,1992,Christmas Frigatebird
ANIMALIA,T,Fregata andrewsi,1993,Christmas Frigatebird
ANIMALIA,VU,Fregata andrewsi,1994,Christmas Frigatebird
ANIMALIA,VU,Fregata andrewsi,1995,Christmas Frigatebird
ANIMALIA,VU,Fregata andrewsi,1996,Christmas Frigatebird
ANIMALIA,VU,Fregata andrewsi,1997,Christmas Frigatebird
ANIMALIA,VU,Fregata andrewsi,1998,Christmas Frigatebird
ANIMALIA,VU,Fregata andrewsi,1999,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2000,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2001,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2002,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2003,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2004,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2005,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2006,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2007,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2008,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2009,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2010,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2011,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2012,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2013,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2014,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2015,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2016,Christmas Frigatebird
ANIMALIA,CR,Fregata andrewsi,2017,Christmas Frigatebird
ANIMALIA,VU,Fungia curvata,2008,
ANIMALIA,VU,Fungia curvata,2009,
ANIMALIA,VU,Fungia curvata,2010,
ANIMALIA,VU,Fungia curvata,2011,
ANIMALIA,VU,Fungia curvata,2012,
ANIMALIA,VU,Fungia curvata,2013,
ANIMALIA,VU,Fungia curvata,2014,
ANIMALIA,VU,Fungia curvata,2015,
ANIMALIA,VU,Fungia curvata,2016,
ANIMALIA,VU,Fungia curvata,2017,
ANIMALIA,VU,Furina dunmalli,1994,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,1995,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,1996,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,1997,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,1998,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,1999,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2000,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2001,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2002,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2003,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2004,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2005,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2006,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2007,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2008,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2009,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2010,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2011,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2012,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2013,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2014,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2015,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2016,Dunmall's Snake
ANIMALIA,VU,Furina dunmalli,2017,Dunmall's Snake
ANIMALIA,VU,Gabbia pallidula,2011,
ANIMALIA,VU,Gabbia pallidula,2012,
ANIMALIA,VU,Gabbia pallidula,2013,
ANIMALIA,VU,Gabbia pallidula,2014,
ANIMALIA,VU,Gabbia pallidula,2015,
ANIMALIA,VU,Gabbia pallidula,2016,
ANIMALIA,VU,Gabbia pallidula,2017,
ANIMALIA,VU,Galaxea acrhelia,2008,
ANIMALIA,VU,Galaxea acrhelia,2009,
ANIMALIA,VU,Galaxea acrhelia,2010,
ANIMALIA,VU,Galaxea acrhelia,2011,
ANIMALIA,VU,Galaxea acrhelia,2012,
ANIMALIA,VU,Galaxea acrhelia,2013,
ANIMALIA,VU,Galaxea acrhelia,2014,
ANIMALIA,VU,Galaxea acrhelia,2015,
ANIMALIA,VU,Galaxea acrhelia,2016,
ANIMALIA,VU,Galaxea acrhelia,2017,
ANIMALIA,VU,Galaxea astreata,2008,
ANIMALIA,VU,Galaxea astreata,2009,
ANIMALIA,VU,Galaxea astreata,2010,
ANIMALIA,VU,Galaxea astreata,2011,
ANIMALIA,VU,Galaxea astreata,2012,
ANIMALIA,VU,Galaxea astreata,2013,
ANIMALIA,VU,Galaxea astreata,2014,
ANIMALIA,VU,Galaxea astreata,2015,
ANIMALIA,VU,Galaxea astreata,2016,
ANIMALIA,VU,Galaxea astreata,2017,
ANIMALIA,VU,Galaxea cryptoramosa,2008,
ANIMALIA,VU,Galaxea cryptoramosa,2009,
ANIMALIA,VU,Galaxea cryptoramosa,2010,
ANIMALIA,VU,Galaxea cryptoramosa,2011,
ANIMALIA,VU,Galaxea cryptoramosa,2012,
ANIMALIA,VU,Galaxea cryptoramosa,2013,
ANIMALIA,VU,Galaxea cryptoramosa,2014,
ANIMALIA,VU,Galaxea cryptoramosa,2015,
ANIMALIA,VU,Galaxea cryptoramosa,2016,
ANIMALIA,VU,Galaxea cryptoramosa,2017,
ANIMALIA,EN,Galaxias fontanus,1988,Swan Galaxias
ANIMALIA,EN,Galaxias fontanus,1989,Swan Galaxias
ANIMALIA,EN,Galaxias fontanus,1990,Swan Galaxias
ANIMALIA,EN,Galaxias fontanus,1991,Swan Galaxias
ANIMALIA,EN,Galaxias fontanus,1992,Swan Galaxias
ANIMALIA,EN,Galaxias fontanus,1993,Swan Galaxias
ANIMALIA,EN,Galaxias fontanus,1994,Swan Galaxias
ANIMALIA,EN,Galaxias fontanus,1995,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,1996,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,1997,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,1998,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,1999,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2000,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2001,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2002,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2003,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2004,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2005,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2006,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2007,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2008,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2009,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2010,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2011,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2012,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2013,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2014,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2015,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2016,Swan Galaxias
ANIMALIA,CR,Galaxias fontanus,2017,Swan Galaxias
ANIMALIA,EN,Galaxias fuscus,1994,Barred Galaxias
ANIMALIA,EN,Galaxias fuscus,1995,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,1996,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,1997,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,1998,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,1999,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2000,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2001,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2002,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2003,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2004,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2005,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2006,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2007,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2008,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2009,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2010,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2011,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2012,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2013,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2014,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2015,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2016,Barred Galaxias
ANIMALIA,CR,Galaxias fuscus,2017,Barred Galaxias
ANIMALIA,EN,Galaxias johnstoni,1988,Clarence Galaxias
ANIMALIA,EN,Galaxias johnstoni,1989,Clarence Galaxias
ANIMALIA,EN,Galaxias johnstoni,1990,Clarence Galaxias
ANIMALIA,EN,Galaxias johnstoni,1991,Clarence Galaxias
ANIMALIA,EN,Galaxias johnstoni,1992,Clarence Galaxias
ANIMALIA,EN,Galaxias johnstoni,1993,Clarence Galaxias
ANIMALIA,EN,Galaxias johnstoni,1994,Clarence Galaxias
ANIMALIA,EN,Galaxias johnstoni,1995,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,1996,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,1997,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,1998,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,1999,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2000,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2001,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2002,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2003,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2004,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2005,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2006,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2007,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2008,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2009,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2010,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2011,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2012,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2013,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2014,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2015,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2016,Clarence Galaxias
ANIMALIA,CR,Galaxias johnstoni,2017,Clarence Galaxias
ANIMALIA,VU,Galaxias parvus,1988,Small Pedder Galaxias
ANIMALIA,VU,Galaxias parvus,1989,Small Pedder Galaxias
ANIMALIA,VU,Galaxias parvus,1990,Small Pedder Galaxias
ANIMALIA,VU,Galaxias parvus,1991,Small Pedder Galaxias
ANIMALIA,VU,Galaxias parvus,1992,Small Pedder Galaxias
ANIMALIA,VU,Galaxias parvus,1993,Small Pedder Galaxias
ANIMALIA,K,Galaxias parvus,1994,Small Pedder Galaxias
ANIMALIA,K,Galaxias parvus,1995,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,1996,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,1997,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,1998,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,1999,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2000,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2001,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2002,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2003,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2004,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2005,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2006,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2007,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2008,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2009,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2010,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2011,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2012,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2013,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2014,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2015,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2016,Small Pedder Galaxias
ANIMALIA,DD,Galaxias parvus,2017,Small Pedder Galaxias
ANIMALIA,VU,Galaxias pedderensis,1988,Pedder Galaxias
ANIMALIA,VU,Galaxias pedderensis,1989,Pedder Galaxias
ANIMALIA,VU,Galaxias pedderensis,1990,Pedder Galaxias
ANIMALIA,VU,Galaxias pedderensis,1991,Pedder Galaxias
ANIMALIA,VU,Galaxias pedderensis,1992,Pedder Galaxias
ANIMALIA,VU,Galaxias pedderensis,1993,Pedder Galaxias
ANIMALIA,EN,Galaxias pedderensis,1994,Pedder Galaxias
ANIMALIA,EN,Galaxias pedderensis,1995,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,1996,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,1997,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,1998,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,1999,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2000,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2001,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2002,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2003,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2004,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2005,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2006,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2007,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2008,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2009,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2010,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2011,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2012,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2013,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2014,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2015,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2016,Pedder Galaxias
ANIMALIA,CR,Galaxias pedderensis,2017,Pedder Galaxias
ANIMALIA,R,Galaxias rostratus,1994,Flat-headed Galaxias
ANIMALIA,R,Galaxias rostratus,1995,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,1996,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,1997,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,1998,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,1999,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2000,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2001,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2002,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2003,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2004,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2005,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2006,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2007,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2008,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2009,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2010,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2011,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2012,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2013,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2014,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2015,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2016,Flat-headed Galaxias
ANIMALIA,VU,Galaxias rostratus,2017,Flat-headed Galaxias
ANIMALIA,VU,Galaxias tanycephalus,1988,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,1989,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,1990,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,1991,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,1992,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,1993,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,1994,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,1995,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,1996,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,1997,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,1998,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,1999,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2000,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2001,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2002,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2003,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2004,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2005,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2006,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2007,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2008,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2009,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2010,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2011,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2012,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2013,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2014,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2015,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2016,Saddled Galaxias
ANIMALIA,VU,Galaxias tanycephalus,2017,Saddled Galaxias
ANIMALIA,VU,Galaxiella pusilla,1994,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,1995,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,1996,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,1997,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,1998,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,1999,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2000,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2001,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2002,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2003,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2004,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2005,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2006,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2007,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2008,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2009,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2010,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2011,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2012,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2013,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2014,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2015,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2016,Dwarf Galaxias
ANIMALIA,VU,Galaxiella pusilla,2017,Dwarf Galaxias
ANIMALIA,VU,Galeorhinus galeus,2000,Tope
ANIMALIA,VU,Galeorhinus galeus,2001,Tope
ANIMALIA,VU,Galeorhinus galeus,2002,Tope
ANIMALIA,VU,Galeorhinus galeus,2003,Tope
ANIMALIA,VU,Galeorhinus galeus,2004,Tope
ANIMALIA,VU,Galeorhinus galeus,2005,Tope
ANIMALIA,VU,Galeorhinus galeus,2006,Tope
ANIMALIA,VU,Galeorhinus galeus,2007,Tope
ANIMALIA,VU,Galeorhinus galeus,2008,Tope
ANIMALIA,VU,Galeorhinus galeus,2009,Tope
ANIMALIA,VU,Galeorhinus galeus,2010,Tope
ANIMALIA,VU,Galeorhinus galeus,2011,Tope
ANIMALIA,VU,Galeorhinus galeus,2012,Tope
ANIMALIA,VU,Galeorhinus galeus,2013,Tope
ANIMALIA,VU,Galeorhinus galeus,2014,Tope
ANIMALIA,VU,Galeorhinus galeus,2015,Tope
ANIMALIA,VU,Galeorhinus galeus,2016,Tope
ANIMALIA,VU,Galeorhinus galeus,2017,Tope
ANIMALIA,VU,Geminoropa scindocataracta,1994,
ANIMALIA,VU,Geminoropa scindocataracta,1995,
ANIMALIA,VU,Geminoropa scindocataracta,1996,
ANIMALIA,VU,Geminoropa scindocataracta,1997,
ANIMALIA,VU,Geminoropa scindocataracta,1998,
ANIMALIA,VU,Geminoropa scindocataracta,1999,
ANIMALIA,VU,Geminoropa scindocataracta,2000,
ANIMALIA,VU,Geminoropa scindocataracta,2001,
ANIMALIA,VU,Geminoropa scindocataracta,2002,
ANIMALIA,VU,Geminoropa scindocataracta,2003,
ANIMALIA,VU,Geminoropa scindocataracta,2004,
ANIMALIA,VU,Geminoropa scindocataracta,2005,
ANIMALIA,VU,Geminoropa scindocataracta,2006,
ANIMALIA,VU,Geminoropa scindocataracta,2007,
ANIMALIA,VU,Geminoropa scindocataracta,2008,
ANIMALIA,VU,Geminoropa scindocataracta,2009,
ANIMALIA,VU,Geminoropa scindocataracta,2010,
ANIMALIA,VU,Geminoropa scindocataracta,2011,
ANIMALIA,VU,Geminoropa scindocataracta,2012,
ANIMALIA,VU,Geminoropa scindocataracta,2013,
ANIMALIA,VU,Geminoropa scindocataracta,2014,
ANIMALIA,VU,Geminoropa scindocataracta,2015,
ANIMALIA,VU,Geminoropa scindocataracta,2016,
ANIMALIA,VU,Geminoropa scindocataracta,2017,
ANIMALIA,VU,Geocharax falcata,2010,
ANIMALIA,VU,Geocharax falcata,2011,
ANIMALIA,VU,Geocharax falcata,2012,
ANIMALIA,VU,Geocharax falcata,2013,
ANIMALIA,VU,Geocharax falcata,2014,
ANIMALIA,VU,Geocharax falcata,2015,
ANIMALIA,VU,Geocharax falcata,2016,
ANIMALIA,VU,Geocharax falcata,2017,
ANIMALIA,EN,Geocrinia alba,1994,White-bellied Frog
ANIMALIA,EN,Geocrinia alba,1995,White-bellied Frog
ANIMALIA,EN,Geocrinia alba,1996,White-bellied Frog
ANIMALIA,EN,Geocrinia alba,1997,White-bellied Frog
ANIMALIA,EN,Geocrinia alba,1998,White-bellied Frog
ANIMALIA,EN,Geocrinia alba,1999,White-bellied Frog
ANIMALIA,EN,Geocrinia alba,2000,White-bellied Frog
ANIMALIA,EN,Geocrinia alba,2001,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2002,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2003,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2004,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2005,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2006,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2007,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2008,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2009,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2010,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2011,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2012,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2013,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2014,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2015,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2016,White-bellied Frog
ANIMALIA,CR,Geocrinia alba,2017,White-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,1994,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,1995,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,1996,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,1997,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,1998,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,1999,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2000,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2001,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2002,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2003,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2004,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2005,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2006,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2007,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2008,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2009,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2010,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2011,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2012,Yellow-bellied Frog
ANIMALIA,VU,Geocrinia vitellina,2013,Yellow-bellied Frog
